0.29725623	-0.0202139	0.0134018725	-0.020318318	0.19183956	0.13584769	0.039902586	0.0071178228
0.31001464	0.03175048	-0.045318566	-0.009723573	0.11648781	0.10567115	0.034776725	0.05982154
0.32996276	-0.40536666	-0.43618158	-0.44269642	0.44059345	0.44412687	0.34186432	-0.39712068
0.17346148	0.029550046	0.03348005	0.051711857	0.012979244	0.021157509	-0.028613906	0.060662337
0.05754946	0.3865207	0.36317652	0.39459467	-0.30608493	-0.3148928	-0.2747445	0.37384865
0.24445014	0.044291757	0.018688617	0.011671792	0.102864735	0.10499627	-0.028065993	0.0094161965
0.21521285	0.42889255	0.44026682	0.49160886	-0.33443812	-0.4003067	-0.41143298	0.42051268
0.21081026	-0.042236768	-0.016768929	-0.10667809	0.15033732	0.096146844	0.0654944	-0.049023625
0.1013696	-0.08284206	-0.043733265	-0.027977187	0.098903716	0.053698923	0.11034887	-0.0808368
0.20274106	0.10698459	0.07987772	0.117778756	0.058766868	-0.0072880443	-0.054727145	0.118988894
0.13150506	-0.004820658	-0.033324894	-0.035404157	0.10931764	0.05959747	0.010314348	-0.036166444
0.20398176	0.08928109	0.110871434	0.088653006	0.0083057145	-0.03410376	-0.038128994	0.106372535
0.050257172	0.15905365	0.20735586	0.17374776	-0.120658375	-0.1635736	-0.19320047	0.16961223
0.15437597	0.27333066	0.2938193	0.3056428	-0.20183533	-0.27723986	-0.2323463	0.3603716
0.20079558	-0.100670114	-0.19098721	-0.20881204	0.25517967	0.2337209	0.10648467	-0.16812348
0.13031279	-0.11183074	-0.12528013	-0.16951536	0.23093745	0.21480414	0.14308105	-0.1632228
-0.021785578	0.28822652	0.3641699	0.40196377	-0.302051	-0.32677206	-0.32152498	0.39941815
0.06490259	-0.088280246	-0.09477854	-0.0774312	0.12616718	0.097320735	0.046025414	-0.10846874
0.051948626	0.1702915	0.1640578	0.1953522	-0.17086302	-0.13649124	-0.102258	0.20443769
0.03298255	0.30693713	0.40866333	0.39027476	-0.34853312	-0.35318145	-0.3021226	0.34648523
0.254196	-0.21890436	-0.25788713	-0.2396714	0.24938887	0.26379764	0.2258009	-0.23781368
0.07548199	0.19432579	0.22124197	0.27075902	-0.060551852	-0.18493007	-0.17088617	0.23669448
0.17638656	-0.09226042	-0.014523795	-0.09672505	0.10879245	0.09238911	0.09614298	-0.045778573
0.14837871	0.07589185	0.046495017	0.08432823	0.048621804	-0.0067535313	-0.007753901	0.112076856
0.22592767	-0.15729798	-0.17001772	-0.22800907	0.24039991	0.18715939	0.16858514	-0.22774099
0.014021493	0.1744345	0.2660364	0.19858283	-0.11843823	-0.14092305	-0.17134777	0.16389608
-0.021802688	0.200362	0.20834917	0.31987658	-0.20972164	-0.24471878	-0.18705697	0.2924818
0.15081975	0.23737201	0.27666324	0.29534358	-0.12925486	-0.16767523	-0.19678558	0.34620938
0.11785482	0.33638033	0.34214136	0.38058597	-0.20962836	-0.24707134	-0.2582715	0.3264107
0.081757545	0.03848617	0.026609996	0.06437279	0.011147815	0.026755834	-0.012053565	0.06697982
0.18149641	0.0031388067	-0.042536963	-0.04633031	0.072184846	0.06582527	0.09277688	0.0070210043
0.040367573	-0.032705847	-0.010875122	-0.019715581	0.022295283	0.0034047128	-0.031063657	0.032836977
-0.023286998	-0.18371382	-0.16056953	-0.21317989	0.12557322	0.18579896	0.114806905	-0.14868297
0.10421278	0.3051609	0.29181442	0.32317448	-0.08566585	-0.1676773	-0.27230775	0.29610047
0.06645881	-0.05694959	0.007834877	-0.050636873	0.08473936	0.05490175	0.023994938	-0.109950736
0.116634496	-0.071942374	-0.11892569	-0.14785627	0.14695089	0.13412105	0.15816139	-0.17847258
0.13683227	0.13184458	0.08095449	0.06334738	-0.032589927	-0.06616308	-0.0208512	0.05703484
0.25895545	-0.22034086	-0.29673776	-0.29096434	0.3093077	0.35185868	0.27668986	-0.3469946
0.18567955	-0.16761084	-0.12916005	-0.18535821	0.21198136	0.20864722	0.14079596	-0.18377298
0.09075472	0.0021664992	0.008728817	-0.015991962	0.06388724	-0.011555393	0.05313938	0.055843227
0.037033923	0.08294526	0.1591882	0.19151789	-0.13622428	-0.13521902	-0.101866655	0.1263454
0.13038184	-0.15749243	-0.1874457	-0.19663408	0.20654926	0.18157965	0.15659603	-0.1432159
0.094195135	0.05110392	0.049252197	0.099129125	0.02074888	-0.01768057	-0.10137508	0.09504955
0.21530166	-0.1867625	-0.27836448	-0.209448	0.26411065	0.2715347	0.16874391	-0.2950317
0.05738542	0.057851095	0.11457837	0.10069852	-0.013380164	-0.05133504	-0.08536617	0.11501839
0.21762274	-0.3184624	-0.3272915	-0.3015548	0.35517338	0.30010802	0.2296978	-0.33407372
0.14340839	0.08982671	0.058939934	0.026726458	-0.019288326	-0.03182728	0.017325914	0.03934761
0.20654666	-0.2666432	-0.30001104	-0.2876604	0.28343576	0.25754642	0.23759337	-0.27659038
0.028637696	0.09299884	0.06452775	0.0920717	-0.059351783	-0.06457611	-0.10551993	0.13343836
-0.00035296316	0.021001158	-0.017701106	0.08345459	-0.047607753	-0.06780099	-0.020115882	0.05026438
0.022181818	0.19250464	0.13429247	0.14993489	-0.098892316	-0.16079265	-0.11398297	0.13499945
0.11997581	-0.17015009	-0.17284314	-0.21526472	0.12622684	0.18996294	0.19526316	-0.20883876
0.051815778	0.013934098	0.077294864	0.08580763	-0.012475788	-0.0013863263	-0.0045851544	0.048309825
0.1305745	-0.0019286008	-0.023134446	-0.042566966	0.10661184	0.027046815	0.07917395	-0.020893838
0.059421785	-0.05251116	-0.056226764	-0.013153177	0.023450611	0.016693525	0.066096485	0.0017253014
0.14455198	-0.2006602	-0.20195226	-0.25530759	0.22091217	0.2891111	0.16684498	-0.2252673
-0.029278176	0.007987064	0.014841089	-0.017757447	0.015740441	0.012182868	0.028724356	0.041397937
-0.0841692	-0.005318406	-0.14483167	-0.046890445	-0.009598148	0.028005391	0.04040842	-0.030642647
0.060849454	-0.060274877	-0.03750203	0.029931864	0.071380004	0.062069308	-0.01417083	-0.031107709
0.13546051	0.11536605	0.072124064	0.060751658	0.08072862	-0.039502885	-0.027128227	0.097071216
-0.016392702	0.02505052	0.012482551	0.026972111	-0.012448476	-0.062278405	-0.045383804	0.036579177
0.19942264	0.09704192	0.04708101	0.117866434	0.054717068	-0.06472309	-0.088412635	0.0575342
0.14175422	0.12091293	0.07067892	0.08955137	-0.03326499	-0.015172327	-0.029643834	0.07145507
0.08683439	0.20097847	0.1553429	0.22885688	-0.10798131	-0.13300213	-0.1889727	0.18179885
0.0371997	-0.11430127	-0.13654698	-0.15350072	0.08065636	0.08310813	0.095488414	-0.092370756
0.13317147	-0.041279282	0.00014741675	-0.07409141	0.10792103	0.09398356	0.033273768	-0.08888827
0.17710878	-0.11433477	-0.1165344	-0.12441823	0.18775643	0.1382397	0.07748404	-0.1401263
0.08793251	0.16077054	0.17717083	0.227153	-0.14686912	-0.19671537	-0.2330699	0.22326691
